,Player,Team,Pos,1st Pick Value,Starter Value,Inc 1st Pick,PAR,PAS,FantasyPoints
390,Jakobi Meyers,NE,WR,-23.07,-19.09,-3.9800000000000004,-66.85,-113.72,36.6
187,Bryce Love,WAS,RB,-23.09,-19.1,-3.9899999999999984,-66.89999999999999,-153.88666666666663,27.2
666,Troy Fumagalli,DEN,TE,-23.18,-19.17,-4.009999999999998,-67.14999999999999,-102.94999999999999,10.2
391,Van Jefferson,LAR,WR,-23.18,-19.17,-4.009999999999998,-67.15,-114.02,36.3
392,Ted Ginn,CHI,WR,-23.45,-19.4,-4.050000000000001,-67.95,-114.82,35.5
667,Tommy Sweeney,BUF,TE,-23.66,-19.57,-4.09,-68.55,-104.35,8.8
743,Lirim Hajrullahu,LAR,K,-23.75,-19.64,-4.109999999999999,-68.8,-78.84166666666668,42.0
742,Austin MacGinnis,LAR,K,-23.75,-19.64,-4.109999999999999,-68.8,-78.84166666666668,42.0
668,Ross Dwelley,SF,TE,-23.8,-19.69,-4.109999999999999,-68.94999999999999,-104.74999999999999,8.4
669,Robert Tonyan,GB,TE,-23.87,-19.74,-4.130000000000003,-69.14999999999999,-104.94999999999999,8.2
670,Hale Hentges,WAS,TE,-23.94,-19.8,-4.140000000000001,-69.35,-105.14999999999999,8.0
393,Keelan Cole,JAC,WR,-23.97,-19.83,-4.140000000000001,-69.45,-116.32,34.0
671,Luke Willson,SEA,TE,-24.04,-19.89,-4.149999999999999,-69.64999999999999,-105.44999999999999,7.7
188,Corey Clement,PHI,RB,-24.09,-19.93,-4.16,-69.8,-156.7866666666666,24.3
672,Antony Auclair,TB,TE,-24.11,-19.94,-4.169999999999998,-69.85,-105.64999999999999,7.5
189,Justice Hill,BAL,RB,-24.19,-20.02,-4.170000000000002,-70.1,-157.08666666666662,24.0
673,Trevon Wesco,NYJ,TE,-24.38,-20.17,-4.209999999999997,-70.64999999999999,-106.44999999999999,6.7
674,Johnny Mundt,LAR,TE,-24.45,-20.23,-4.219999999999999,-70.85,-106.64999999999999,6.5
675,Zach Gentry,PIT,TE,-24.49,-20.26,-4.229999999999997,-70.94999999999999,-106.74999999999999,6.4
676,Isaac Nauta,DET,TE,-24.52,-20.29,-4.23,-71.05,-106.85,6.3
190,Malcolm Perry,MIA,RB,-24.57,-20.33,-4.240000000000002,-71.19999999999999,-158.1866666666666,22.9
677,Eric Saubert,CHI,TE,-24.59,-20.34,-4.25,-71.25,-107.05,6.1
680,Darrell Daniels,ARI,TE,-24.63,-20.37,-4.259999999999998,-71.35,-107.14999999999999,6.0
679,Carson Meier,ATL,TE,-24.63,-20.37,-4.259999999999998,-71.35,-107.14999999999999,6.0
678,Xavier Grimble,IND,TE,-24.63,-20.37,-4.259999999999998,-71.35,-107.14999999999999,6.0
681,Ross Travis,NYJ,TE,-24.8,-20.52,-4.280000000000001,-71.85,-107.64999999999999,5.5
394,Jalen Hurd,SF,WR,-24.8,-20.52,-4.280000000000001,-71.85,-118.72,31.6
682,Jordan Leggett,TB,TE,-24.9,-20.6,-4.299999999999997,-72.14999999999999,-107.94999999999999,5.2
395,Jakeem Grant,MIA,WR,-24.9,-20.6,-4.299999999999997,-72.15,-119.02,31.3
396,Tajae Sharpe,MIN,WR,-24.94,-20.63,-4.310000000000002,-72.25,-119.11999999999999,31.2
683,Stephen Anderson,LAC,TE,-24.94,-20.63,-4.310000000000002,-72.25,-108.05,5.1
684,Daniel Brown,NYJ,TE,-24.94,-20.63,-4.310000000000002,-72.25,-108.05,5.1
191,DeeJay Dallas,SEA,RB,-24.95,-20.64,-4.309999999999999,-72.3,-159.2866666666666,21.8
685,Mason Schreck,CIN,TE,-25.01,-20.69,-4.32,-72.44999999999999,-108.24999999999999,4.9
686,Lee Smith,BUF,TE,-25.01,-20.69,-4.32,-72.44999999999999,-108.24999999999999,4.9
193,Elijah Wellman,GB,RB,-25.02,-20.7,-4.32,-72.5,-159.48666666666662,21.6
192,Ryan Nall,CHI,RB,-25.02,-20.7,-4.32,-72.5,-159.48666666666662,21.6
397,Allen Hurns,MIA,WR,-25.04,-20.72,-4.32,-72.55000000000001,-119.41999999999999,30.9
194,Myles Gaskin,MIA,RB,-25.2,-20.84,-4.359999999999999,-73.0,-159.98666666666662,21.1
195,Andy Janovich,CLE,RB,-25.23,-20.87,-4.359999999999999,-73.1,-160.08666666666662,21.0
687,Matt Lengel,IND,TE,-25.28,-20.92,-4.359999999999999,-73.25,-109.05,4.1
398,Trey Quinn,WAS,WR,-25.35,-20.97,-4.380000000000003,-73.45,-120.32,30.0
688,Cethan Carter,CIN,TE,-25.42,-21.03,-4.390000000000001,-73.64999999999999,-109.44999999999999,3.7
689,Colby Parkinson,SEA,TE,-25.49,-21.09,-4.399999999999999,-73.85,-109.64999999999999,3.5
196,Mike Boone,MIN,RB,-25.51,-21.1,-4.41,-73.89999999999999,-160.88666666666663,20.2
690,Jason Croom,BUF,TE,-25.56,-21.14,-4.419999999999998,-74.05,-109.85,3.3
197,Qadree Ollison,ATL,RB,-25.68,-21.24,-4.440000000000001,-74.39999999999999,-161.38666666666663,19.7
198,Devontae Booker,LV,RB,-25.75,-21.3,-4.449999999999999,-74.6,-161.58666666666662,19.5
691,Temarrick Hemingway,CAR,TE,-25.8,-21.34,-4.460000000000001,-74.75,-110.55,2.6
199,Patrick Laird,MIA,RB,-25.82,-21.36,-4.460000000000001,-74.8,-161.7866666666666,19.3
200,DeAndre Washington,KC,RB,-25.85,-21.39,-4.460000000000001,-74.89999999999999,-161.88666666666663,19.2
692,Jordan Franks,CIN,TE,-25.87,-21.4,-4.470000000000002,-74.94999999999999,-110.74999999999999,2.4
693,Cole Wick,NO,TE,-25.87,-21.4,-4.470000000000002,-74.94999999999999,-110.74999999999999,2.4
694,Jason Vander Laan,NO,TE,-25.94,-21.46,-4.48,-75.14999999999999,-110.94999999999999,2.2
201,Darwin Thompson,KC,RB,-25.96,-21.47,-4.490000000000002,-75.19999999999999,-162.1866666666666,18.9
695,Evan Baylis,GB,TE,-25.97,-21.49,-4.48,-75.25,-111.05,2.1
400,Quincy Enunwa,NYJ,WR,-25.97,-21.49,-4.48,-75.25,-122.11999999999999,28.2
399,Demarcus Robinson,KC,WR,-25.97,-21.49,-4.48,-75.25,-122.11999999999999,28.2
202,Ty Montgomery,NO,RB,-26.02,-21.53,-4.489999999999998,-75.39999999999999,-162.38666666666663,18.7
696,Alex Ellis,PHI,TE,-26.04,-21.54,-4.5,-75.44999999999999,-111.24999999999999,1.9
697,Cole Hikutini,DAL,TE,-26.08,-21.57,-4.509999999999998,-75.55,-111.35,1.8
401,Cordarrelle Patterson,CHI,WR,-26.14,-21.63,-4.510000000000002,-75.75,-122.61999999999999,27.7
402,Marquez Valdes-Scantling,GB,WR,-26.66,-22.06,-4.600000000000001,-77.25,-124.11999999999999,26.2
203,Trenton Cannon,NYJ,RB,-26.68,-22.07,-4.609999999999999,-77.3,-164.2866666666666,16.8
704,Tyler Davis,JAC,TE,-26.7,-22.09,-4.609999999999999,-77.35,-113.14999999999999,0.0
698,Caleb Wilson,WAS,TE,-26.7,-22.09,-4.609999999999999,-77.35,-113.14999999999999,0.0
705,James Looney,GB,TE,-26.7,-22.09,-4.609999999999999,-77.35,-113.14999999999999,0.0
703,Garrett Dickerson,NYG,TE,-26.7,-22.09,-4.609999999999999,-77.35,-113.14999999999999,0.0
699,Jared Pinkney,ATL,TE,-26.7,-22.09,-4.609999999999999,-77.35,-113.14999999999999,0.0
700,Hunter Bryant,DET,TE,-26.7,-22.09,-4.609999999999999,-77.35,-113.14999999999999,0.0
702,Thaddeus Moss,WAS,TE,-26.7,-22.09,-4.609999999999999,-77.35,-113.14999999999999,0.0
701,Kendall Blanton,LAR,TE,-26.7,-22.09,-4.609999999999999,-77.35,-113.14999999999999,0.0
706,Moritz Bohringer,CIN,TE,-26.7,-22.09,-4.609999999999999,-77.35,-113.14999999999999,0.0
707,Brandon Dillon,MIN,TE,-26.7,-22.09,-4.609999999999999,-77.35,-113.14999999999999,0.0
708,Charles Jones,JAC,TE,-26.7,-22.09,-4.609999999999999,-77.35,-113.14999999999999,0.0
403,Bryan Edwards,LV,WR,-26.8,-22.17,-4.629999999999999,-77.65,-124.52,25.8
204,Travis Homer,SEA,RB,-26.82,-22.19,-4.629999999999999,-77.69999999999999,-164.6866666666666,16.4
404,Tyler Johnson,TB,WR,-26.84,-22.2,-4.640000000000001,-77.75,-124.61999999999999,25.7
405,Rashard Higgins,CLE,WR,-26.97,-22.31,-4.66,-78.15,-125.02,25.3
205,CJ Ham,MIN,RB,-27.03,-22.36,-4.670000000000002,-78.3,-165.2866666666666,15.8
406,Kalif Raymond,TEN,WR,-27.04,-22.37,-4.669999999999998,-78.35,-125.22,25.1
206,Jason Huntley,DET,RB,-27.09,-22.41,-4.68,-78.5,-165.48666666666662,15.6
207,Bo Scarbrough,DET,RB,-27.23,-22.53,-4.699999999999999,-78.89999999999999,-165.88666666666663,15.2
408,Geronimo Allison,DET,WR,-27.25,-22.54,-4.710000000000001,-78.95,-125.82,24.5
407,Auden Tate,CIN,WR,-27.25,-22.54,-4.710000000000001,-78.95,-125.82,24.5
208,Eno Benjamin,ARI,RB,-27.27,-22.56,-4.710000000000001,-79.0,-165.98666666666662,15.1
209,Trayveon Williams,CIN,RB,-27.4,-22.67,-4.729999999999997,-79.39999999999999,-166.38666666666663,14.7
409,Andre Patton,LAC,WR,-27.46,-22.71,-4.75,-79.55000000000001,-126.41999999999999,23.9
410,Equanimeous St. Brown,GB,WR,-27.49,-22.74,-4.75,-79.65,-126.52,23.8
210,Dontrell Hilliard,CLE,RB,-27.51,-22.76,-4.75,-79.69999999999999,-166.6866666666666,14.4
411,Richie James,SF,WR,-27.63,-22.86,-4.77,-80.05000000000001,-126.91999999999999,23.4
412,Laquon Treadwell,ATL,WR,-27.73,-22.94,-4.789999999999999,-80.35,-127.22,23.1
212,Buddy Howell,HOU,RB,-27.89,-23.07,-4.82,-80.8,-167.7866666666666,13.3
211,J.D. McKissic,WAS,RB,-27.89,-23.07,-4.82,-80.8,-167.7866666666666,13.3
28,Dwayne Haskins,WAS,QB,-27.96,-23.13,-4.830000000000002,-81.0,-133.34166666666664,164.5
413,Scott Miller,TB,WR,-28.18,-23.31,-4.870000000000001,-81.65,-128.51999999999998,21.8
414,J.J. Arcega-Whiteside,PHI,WR,-28.25,-23.37,-4.879999999999999,-81.85,-128.72,21.6
213,Jordan Wilkins,IND,RB,-28.3,-23.41,-4.890000000000001,-82.0,-168.98666666666662,12.1
214,Jordan Chunn,DAL,RB,-28.37,-23.47,-4.900000000000002,-82.19999999999999,-169.1866666666666,11.9
215,Darrel Williams,KC,RB,-28.41,-23.5,-4.91,-82.3,-169.2866666666666,11.8
216,Mike Davis,CAR,RB,-28.68,-23.73,-4.949999999999999,-83.1,-170.08666666666662,11.0
415,Riley Ridley,CHI,WR,-28.77,-23.8,-4.969999999999999,-83.35,-130.22,20.1
217,Dalyn Dawkins,TEN,RB,-28.82,-23.84,-4.98,-83.5,-170.48666666666662,10.6
218,D'Ernest Johnson,CLE,RB,-28.85,-23.87,-4.98,-83.6,-170.58666666666662,10.5
219,Khari Blasingame,TEN,RB,-28.92,-23.93,-4.990000000000002,-83.8,-170.7866666666666,10.3
220,T.J. Yeldon,BUF,RB,-28.96,-23.96,-5.0,-83.89999999999999,-170.88666666666663,10.2
416,Marqise Lee,NE,WR,-29.15,-24.11,-5.039999999999999,-84.45,-131.32,19.0
221,Alec Ingold,LV,RB,-29.2,-24.16,-5.039999999999999,-84.6,-171.58666666666662,9.5
417,Javon Wims,CHI,WR,-29.25,-24.2,-5.050000000000001,-84.75,-131.62,18.7
418,Cody Latimer,WAS,WR,-29.35,-24.28,-5.07,-85.05000000000001,-131.92,18.4
223,Elijhaa Penny,NYG,RB,-29.41,-24.33,-5.080000000000002,-85.19999999999999,-172.1866666666666,8.9
222,Peyton Barber,WAS,RB,-29.41,-24.33,-5.080000000000002,-85.19999999999999,-172.1866666666666,8.9
224,Ameer Abdullah,MIN,RB,-29.44,-24.36,-5.080000000000002,-85.3,-172.2866666666666,8.8
225,Alex Armah,CAR,RB,-29.51,-24.41,-5.100000000000001,-85.5,-172.48666666666662,8.6
419,Andre Roberts,BUF,WR,-29.6,-24.48,-5.120000000000001,-85.75,-132.62,17.7
226,Devine Ozigbo,JAC,RB,-29.65,-24.53,-5.119999999999997,-85.89999999999999,-172.88666666666663,8.2
420,Chad Beebe,MIN,WR,-29.67,-24.54,-5.130000000000003,-85.95,-132.82,17.5
228,Wayne Gallman,NYG,RB,-29.68,-24.56,-5.120000000000001,-86.0,-172.98666666666662,8.1
227,Kerrith Whyte Jr.,PIT,RB,-29.68,-24.56,-5.120000000000001,-86.0,-172.98666666666662,8.1
229,Patrick Ricard,BAL,RB,-29.72,-24.58,-5.140000000000001,-86.1,-173.08666666666662,8.0
230,Derek Watt,PIT,RB,-29.79,-24.64,-5.149999999999999,-86.3,-173.2866666666666,7.8
421,Keke Coutee,HOU,WR,-29.87,-24.71,-5.16,-86.55000000000001,-133.42,16.9
422,Justin Watson,TB,WR,-29.91,-24.74,-5.170000000000002,-86.65,-133.51999999999998,16.8
423,Quintez Cephus,DET,WR,-29.94,-24.77,-5.170000000000002,-86.75,-133.62,16.7
231,Jordan Scarlett,CAR,RB,-29.99,-24.81,-5.18,-86.89999999999999,-173.88666666666663,7.2
232,T.J. Logan,TB,RB,-29.99,-24.81,-5.18,-86.89999999999999,-173.88666666666663,7.2
233,Kenneth Dixon,NYJ,RB,-30.03,-24.84,-5.190000000000001,-87.0,-173.98666666666662,7.1
424,Gunner Olszewski,NE,WR,-30.05,-24.86,-5.190000000000001,-87.05000000000001,-133.92,16.4
425,KeeSean Johnson,ARI,WR,-30.08,-24.88,-5.199999999999999,-87.15,-134.01999999999998,16.3
234,Rod Smith,LV,RB,-30.1,-24.9,-5.200000000000003,-87.19999999999999,-174.1866666666666,6.9
426,Ryan Switzer,PIT,WR,-30.11,-24.91,-5.199999999999999,-87.25,-134.12,16.2
427,Nelson Agholor,LV,WR,-30.15,-24.94,-5.209999999999997,-87.35,-134.22,16.1
235,Anthony Sherman,KC,RB,-30.17,-24.96,-5.210000000000001,-87.39999999999999,-174.38666666666663,6.7
236,Rodney Anderson,CIN,RB,-30.2,-24.98,-5.219999999999999,-87.5,-174.48666666666662,6.6
428,Hakeem Butler,ARI,WR,-30.36,-25.11,-5.25,-87.95,-134.82,15.5
429,Taywan Taylor,CLE,WR,-30.39,-25.14,-5.25,-88.05,-134.92,15.4
237,Josh Adams,NYJ,RB,-30.41,-25.16,-5.25,-88.1,-175.08666666666662,6.0
430,Isaiah McKenzie,BUF,WR,-30.42,-25.17,-5.25,-88.15,-135.01999999999998,15.3
238,Keith Smith,ATL,RB,-30.44,-25.18,-5.260000000000002,-88.19999999999999,-175.1866666666666,5.9
431,Mack Hollins,MIA,WR,-30.46,-25.2,-5.260000000000002,-88.25,-135.12,15.2
432,Vyncint Smith,NYJ,WR,-30.6,-25.31,-5.290000000000003,-88.65,-135.51999999999998,14.8
239,Patrick DiMarco,BUF,RB,-30.68,-25.38,-5.300000000000001,-88.89999999999999,-175.88666666666663,5.2
433,Tim Patrick,DEN,WR,-30.7,-25.4,-5.300000000000001,-88.95,-135.82,14.5
434,Marvin Hall,DET,WR,-30.74,-25.43,-5.309999999999999,-89.05,-135.92,14.4
435,Christian Blake,ATL,WR,-30.8,-25.48,-5.32,-89.25,-136.12,14.2
436,DaeSean Hamilton,DEN,WR,-30.91,-25.57,-5.34,-89.55,-136.42,13.9
240,Ty Johnson,DET,RB,-30.96,-25.61,-5.350000000000001,-89.69999999999999,-176.6866666666666,4.4
242,Tyler Ervin,GB,RB,-30.99,-25.64,-5.349999999999998,-89.8,-176.7866666666666,4.3
241,Senorise Perry,TEN,RB,-30.99,-25.64,-5.349999999999998,-89.8,-176.7866666666666,4.3
243,Andrew Beck,DEN,RB,-31.03,-25.67,-5.359999999999999,-89.89999999999999,-176.88666666666663,4.2
247,Josh Ferguson,WAS,RB,-31.06,-25.7,-5.359999999999999,-90.0,-176.98666666666662,4.1
246,John Kelly,LAR,RB,-31.06,-25.7,-5.359999999999999,-90.0,-176.98666666666662,4.1
244,Nick Bellore,SEA,RB,-31.06,-25.7,-5.359999999999999,-90.0,-176.98666666666662,4.1
245,Jamize Olawale,DAL,RB,-31.06,-25.7,-5.359999999999999,-90.0,-176.98666666666662,4.1
438,Olamide Zaccheaus,ATL,WR,-31.08,-25.71,-5.369999999999997,-90.05,-136.92,13.4
437,Geremy Davis,DET,WR,-31.08,-25.71,-5.369999999999997,-90.05,-136.92,13.4
248,Trey Edmunds,PIT,RB,-31.1,-25.73,-5.370000000000001,-90.1,-177.08666666666662,4.0
249,Samaje Perine,CIN,RB,-31.17,-25.78,-5.390000000000001,-90.3,-177.2866666666666,3.8
439,Darrius Shepherd,GB,WR,-31.18,-25.8,-5.379999999999999,-90.35000000000001,-137.22,13.1
250,Jakob Johnson,NE,RB,-31.2,-25.81,-5.390000000000001,-90.39999999999999,-177.38666666666663,3.7
252,Dexter Williams,GB,RB,-31.24,-25.84,-5.399999999999999,-90.5,-177.48666666666662,3.6
251,Dwayne Washington,NO,RB,-31.24,-25.84,-5.399999999999999,-90.5,-177.48666666666662,3.6
253,Wes Hills,DET,RB,-31.3,-25.9,-5.400000000000002,-90.69999999999999,-177.6866666666666,3.4
440,Marcus Johnson,IND,WR,-31.32,-25.91,-5.41,-90.75,-137.62,12.7
254,Taquan Mizzell,NO,RB,-31.34,-25.93,-5.41,-90.8,-177.7866666666666,3.3
441,Gabriel Davis,BUF,WR,-31.36,-25.94,-5.419999999999998,-90.85000000000001,-137.72,12.6
255,Ricky Ortiz,NO,RB,-31.37,-25.95,-5.420000000000002,-90.89999999999999,-177.88666666666663,3.2
442,Josh Doctson,NYJ,WR,-31.39,-25.97,-5.420000000000002,-90.95,-137.82,12.5
256,Taiwan Jones,BUF,RB,-31.41,-25.98,-5.43,-91.0,-177.98666666666662,3.1
257,Michael Burton,NO,RB,-31.48,-26.04,-5.440000000000001,-91.19999999999999,-178.1866666666666,2.9
258,Tony Brooks-James,MIN,RB,-31.48,-26.04,-5.440000000000001,-91.19999999999999,-178.1866666666666,2.9
443,Devin Smith,DAL,WR,-31.63,-26.17,-5.459999999999997,-91.65,-138.51999999999998,11.8
444,Pharoh Cooper,CAR,WR,-31.67,-26.2,-5.470000000000002,-91.75,-138.62,11.7
259,Elijah McGuire,KC,RB,-31.72,-26.24,-5.48,-91.89999999999999,-178.88666666666663,2.2
445,Seth Roberts,CAR,WR,-31.74,-26.25,-5.489999999999998,-91.95,-138.82,11.5
446,Damiere Byrd,NE,WR,-31.81,-26.31,-5.5,-92.15,-139.01999999999998,11.3
260,D.J. Foster,ARI,RB,-31.82,-26.33,-5.490000000000002,-92.19999999999999,-179.1866666666666,1.9
261,Jonathan Hilliman,NYG,RB,-31.89,-26.38,-5.510000000000002,-92.39999999999999,-179.38666666666663,1.7
447,Deonte Harris,NO,WR,-32.01,-26.48,-5.529999999999998,-92.75,-139.62,10.7
262,Cullen Gillaspia,HOU,RB,-32.03,-26.5,-5.530000000000001,-92.8,-179.7866666666666,1.3
448,Byron Pringle,KC,WR,-32.08,-26.54,-5.539999999999999,-92.95,-139.82,10.5
450,Zay Jones,LV,WR,-32.12,-26.57,-5.549999999999997,-93.05,-139.92,10.4
449,Greg Ward,PHI,WR,-32.12,-26.57,-5.549999999999997,-93.05,-139.92,10.4
451,Joe Reed,LAC,WR,-32.19,-26.63,-5.559999999999999,-93.25,-140.12,10.2
452,Braxton Berrios,NYJ,WR,-32.22,-26.65,-5.57,-93.35000000000001,-140.22,10.1
263,Darius Jackson,IND,RB,-32.24,-26.67,-5.57,-93.39999999999999,-180.38666666666663,0.7
264,Damarea Crockett,GB,RB,-32.24,-26.67,-5.57,-93.39999999999999,-180.38666666666663,0.7
453,Alex Erickson,CIN,WR,-32.39,-26.8,-5.59,-93.85000000000001,-140.72,9.6
454,Robert Foster,BUF,WR,-32.46,-26.85,-5.609999999999999,-94.05,-140.92,9.4
272,James Robinson,JAC,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
274,Nick Bawden,DET,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
273,Christian Wade,BUF,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
266,Isaac Nauta,DET,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
271,Chandler Cox,MIA,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
265,Darius Anderson,DAL,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
270,Kalen Ballage,MIA,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
275,J.J. Taylor,NE,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
269,Salvon Ahmed,SF,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
283,Craig Reynolds,ATL,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
277,Elijah Holyfield,PHI,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
278,JaMycal Hasty,SF,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
279,Levante Bellamy,DEN,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
280,Cethan Carter,CIN,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
281,Bruce Anderson,IND,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
267,Karan Higdon,HOU,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
268,Raymond Calais,TB,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
284,Adrian Killins Jr.,PHI,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
282,Michael Warren II,PHI,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
276,Roosevelt Nix,IND,RB,-32.48,-26.87,-5.609999999999996,-94.1,-181.08666666666662,0.0
455,K.J. Hill,LAC,WR,-32.53,-26.91,-5.620000000000001,-94.25,-141.12,9.2
456,Corey Coleman,NYG,WR,-32.53,-26.91,-5.620000000000001,-94.25,-141.12,9.2
457,Jeff Smith,NYJ,WR,-32.6,-26.97,-5.630000000000003,-94.45,-141.32,9.0
458,Cedrick Wilson,DAL,WR,-32.67,-27.03,-5.640000000000001,-94.65,-141.51999999999998,8.8
459,Damion Ratley,CLE,WR,-32.7,-27.05,-5.650000000000002,-94.75,-141.62,8.7
460,Josh Malone,NYJ,WR,-32.7,-27.05,-5.650000000000002,-94.75,-141.62,8.7
461,Cody Core,NYG,WR,-32.7,-27.05,-5.650000000000002,-94.75,-141.62,8.7
462,DeAndre Carter,HOU,WR,-32.84,-27.17,-5.670000000000002,-95.15,-142.01999999999998,8.3
463,Ventell Bryant,DAL,WR,-32.91,-27.23,-5.679999999999996,-95.35000000000001,-142.22,8.1
464,Darnell Mooney,CHI,WR,-32.91,-27.23,-5.679999999999996,-95.35000000000001,-142.22,8.1
465,Isaiah Ford,MIA,WR,-32.94,-27.25,-5.689999999999998,-95.45,-142.32,8.0
466,Quadree Henderson,PIT,WR,-32.98,-27.28,-5.699999999999996,-95.55,-142.42,7.9
467,Victor Bolden Jr.,DET,WR,-32.98,-27.28,-5.699999999999996,-95.55,-142.42,7.9
468,Cody Hollister,TEN,WR,-33.01,-27.31,-5.699999999999999,-95.65,-142.51999999999998,7.8
469,Cam Sims,WAS,WR,-33.15,-27.43,-5.719999999999999,-96.05,-142.92,7.4
470,Brandon Powell,ATL,WR,-33.26,-27.51,-5.7499999999999964,-96.35000000000001,-143.22,7.1
471,Alexander Hollins,MIN,WR,-33.29,-27.54,-5.75,-96.45,-143.32,7.0
472,Gary Jennings Jr.,MIA,WR,-33.32,-27.57,-5.75,-96.55,-143.42,6.9
473,Travis Fulgham,DET,WR,-33.32,-27.57,-5.75,-96.55,-143.42,6.9
474,Gehrig Dieter,KC,WR,-33.32,-27.57,-5.75,-96.55,-143.42,6.9
475,Amara Darboh,PIT,WR,-33.32,-27.57,-5.75,-96.55,-143.42,6.9
476,Daurice Fountain,IND,WR,-33.36,-27.6,-5.759999999999998,-96.65,-143.51999999999998,6.8
477,Chris Lacy,DET,WR,-33.36,-27.6,-5.759999999999998,-96.65,-143.51999999999998,6.8
478,Rashard Davis,TEN,WR,-33.39,-27.63,-5.760000000000002,-96.75,-143.62,6.7
479,C.J. Board,JAC,WR,-33.39,-27.63,-5.760000000000002,-96.75,-143.62,6.7
480,K.J. Osborn,MIN,WR,-33.43,-27.65,-5.780000000000001,-96.85000000000001,-143.72,6.6
481,Michael Walker,JAC,WR,-33.43,-27.65,-5.780000000000001,-96.85000000000001,-143.72,6.6
482,Tevin Jones,DAL,WR,-33.43,-27.65,-5.780000000000001,-96.85000000000001,-143.72,6.6
483,Marcell Ateman,LV,WR,-33.46,-27.68,-5.780000000000001,-96.95,-143.82,6.5
484,Khadarel Hodge,CLE,WR,-33.5,-27.71,-5.789999999999999,-97.05,-143.92,6.4
485,Noah Brown,DAL,WR,-33.5,-27.71,-5.789999999999999,-97.05,-143.92,6.4
486,Austin Carr,NO,WR,-33.53,-27.74,-5.790000000000003,-97.15,-144.01999999999998,6.3
488,Isaac Whitney,HOU,WR,-33.57,-27.77,-5.800000000000001,-97.25,-144.12,6.2
487,Travis Benjamin,SF,WR,-33.57,-27.77,-5.800000000000001,-97.25,-144.12,6.2
489,Trevor Davis,CHI,WR,-33.6,-27.8,-5.800000000000001,-97.35000000000001,-144.22,6.1
490,J'Mon Moore,CLE,WR,-33.6,-27.8,-5.800000000000001,-97.35000000000001,-144.22,6.1
491,John Hightower,PHI,WR,-33.6,-27.8,-5.800000000000001,-97.35000000000001,-144.22,6.1
492,Keith Kirkwood,CAR,WR,-33.63,-27.83,-5.800000000000004,-97.45,-144.32,6.0
493,Trent Sherfield,ARI,WR,-33.63,-27.83,-5.800000000000004,-97.45,-144.32,6.0
494,Keelan Doss,LV,WR,-33.63,-27.83,-5.800000000000004,-97.45,-144.32,6.0
495,Chad Hansen,HOU,WR,-33.67,-27.85,-5.82,-97.55,-144.42,5.9
496,Chris Moore,BAL,WR,-33.74,-27.91,-5.830000000000002,-97.75,-144.62,5.7
497,Rico Gafford,LV,WR,-33.77,-27.94,-5.830000000000002,-97.85000000000001,-144.72,5.6
499,Dezmon Patmon,IND,WR,-33.81,-27.97,-5.840000000000003,-97.95,-144.82,5.5
498,Steven Mitchell Jr.,HOU,WR,-33.81,-27.97,-5.840000000000003,-97.95,-144.82,5.5
500,Fred Brown,DEN,WR,-33.84,-28.0,-5.840000000000003,-98.05,-144.92,5.4
501,Ashton Dulin,IND,WR,-33.84,-28.0,-5.840000000000003,-98.05,-144.92,5.4
502,Isaiah Coulter,HOU,WR,-33.88,-28.02,-5.860000000000003,-98.15,-145.01999999999998,5.3
503,Jason Moore,LAC,WR,-33.91,-28.05,-5.859999999999996,-98.25,-145.12,5.2
504,Donovan Peoples-Jones,CLE,WR,-33.91,-28.05,-5.859999999999996,-98.25,-145.12,5.2
506,Freddie Swain,SEA,WR,-33.95,-28.08,-5.8700000000000045,-98.35000000000001,-145.22,5.1
505,Damion Willis,CIN,WR,-33.95,-28.08,-5.8700000000000045,-98.35000000000001,-145.22,5.1
507,Brandon Zylstra,CAR,WR,-33.98,-28.11,-5.869999999999997,-98.45,-145.32,5.0
