,Player,Team,Pos,1st Pick Value,Starter Value,Inc 1st Pick,PAR,PAS,FantasyPoints
717,Jason Myers,SEA,K,1.35,1.11,0.24,3.9000000000000057,-6.14166666666668,114.7
578,Chris Herndon IV,NYJ,TE,1.33,1.1,0.22999999999999998,3.8500000000000085,-31.94999999999999,81.2
759,Indianapolis Colts,Indianapolis Colts,DST,1.31,1.09,0.21999999999999997,3.8000000000000114,-7.041666666666671,104.4
579,Mike Gesicki,MIA,TE,1.29,1.07,0.21999999999999997,3.75,-32.05,81.1
718,Brandon McManus,DEN,K,1.28,1.06,0.21999999999999997,3.700000000000003,-6.341666666666683,114.5
719,Sam Sloman,LAR,K,1.17,0.97,0.19999999999999996,3.4000000000000057,-6.64166666666668,114.2
720,Younghoe Koo,ATL,K,1.07,0.89,0.18000000000000005,3.1000000000000085,-6.941666666666677,113.9
721,Matt Gay,TB,K,1.0,0.83,0.17000000000000004,2.9000000000000057,-7.14166666666668,113.7
15,Daniel Jones,NYG,QB,1.0,0.83,0.17000000000000004,2.9000000000000057,-49.441666666666634,248.4
722,Chris Boswell,PIT,K,0.93,0.77,0.16000000000000003,2.700000000000003,-7.341666666666683,113.5
723,Austin Seibert,CLE,K,0.93,0.77,0.16000000000000003,2.700000000000003,-7.341666666666683,113.5
326,Golden Tate,NYG,WR,0.74,0.61,0.13,2.1499999999999915,-44.72,105.6
580,Jonnu Smith,TEN,TE,0.71,0.59,0.12,2.0500000000000114,-33.749999999999986,79.4
16,Ryan Tannehill,TEN,QB,0.66,0.54,0.12,1.9000000000000057,-50.441666666666634,247.4
327,John Brown,BUF,WR,0.64,0.53,0.10999999999999999,1.8499999999999943,-45.019999999999996,105.3
760,Cleveland Browns,Cleveland Browns,DST,0.62,0.51,0.10999999999999999,1.8000000000000114,-9.041666666666671,102.4
328,Emmanuel Sanders,NO,WR,0.6,0.5,0.09999999999999998,1.75,-45.11999999999999,105.2
724,Zane Gonzalez,ARI,K,0.55,0.46,0.09000000000000002,1.6000000000000085,-8.441666666666677,112.4
17,Baker Mayfield,CLE,QB,0.52,0.43,0.09000000000000002,1.5,-50.84166666666664,247.0
761,Washington Redskins,Washington Redskins,DST,0.45,0.37,0.08000000000000002,1.3000000000000114,-9.541666666666671,101.9
763,Carolina Panthers,Carolina Panthers,DST,0.31,0.26,0.04999999999999999,0.9000000000000057,-9.941666666666677,101.5
725,Mason Crosby,GB,K,0.31,0.26,0.04999999999999999,0.9000000000000057,-9.14166666666668,111.7
762,Denver Broncos,Denver Broncos,DST,0.31,0.26,0.04999999999999999,0.9000000000000057,-9.941666666666677,101.5
329,Darius Slayton,NYG,WR,0.16,0.13,0.03,0.45000000000000284,-46.41999999999999,103.9
581,Jack Doyle,IND,TE,0.09,0.07,0.01999999999999999,0.25,-35.55,77.6
147,Darrell Henderson,LAR,RB,0.07,0.06,0.010000000000000009,0.20000000000000284,-86.78666666666662,94.3
764,Jacksonville Jaguars,Jacksonville Jaguars,DST,0.0,0.0,0.0,0.0,-10.841666666666683,100.6
765,Green Bay Packers,Green Bay Packers,DST,0.0,0.0,0.0,0.0,-10.841666666666683,100.6
726,Chase McLaughlin,IND,K,0.0,0.0,0.0,0.0,-10.041666666666686,110.8
727,Justin Rohrwasser,NE,K,0.0,0.0,0.0,0.0,-10.041666666666686,110.8
148,Zack Moss,BUF,RB,-0.07,-0.06,-0.010000000000000009,-0.19999999999998863,-87.18666666666661,93.9
582,Blake Jarwin,DAL,TE,-0.09,-0.07,-0.01999999999999999,-0.25,-36.05,77.1
149,Duke Johnson,HOU,RB,-0.1,-0.09,-0.010000000000000009,-0.29999999999999716,-87.28666666666662,93.8
583,Eric Ebron,PIT,TE,-0.16,-0.13,-0.03,-0.44999999999998863,-36.249999999999986,76.9
330,Deebo Samuel,SF,WR,-0.16,-0.13,-0.03,-0.45000000000000284,-47.31999999999999,103.0
584,Dallas Goedert,PHI,TE,-0.4,-0.33,-0.07,-1.1499999999999915,-36.94999999999999,76.2
728,Ka'imi Fairbairn,HOU,K,-0.45,-0.37,-0.08000000000000002,-1.2999999999999972,-11.341666666666683,109.5
18,Ben Roethlisberger,PIT,QB,-0.52,-0.43,-0.09000000000000002,-1.5,-53.84166666666664,244.0
729,Michael Badgley,LAC,K,-0.69,-0.57,-0.12,-2.0,-12.041666666666686,108.8
730,Josh Lambo,JAC,K,-0.72,-0.6,-0.12,-2.0999999999999943,-12.14166666666668,108.7
331,Preston Williams,MIA,WR,-0.78,-0.64,-0.14,-2.25,-49.11999999999999,101.2
766,Houston Texans,Houston Texans,DST,-0.83,-0.69,-0.14,-2.3999999999999915,-13.241666666666674,98.2
767,Dallas Cowboys,Dallas Cowboys,DST,-0.86,-0.71,-0.15000000000000002,-2.5,-13.341666666666683,98.1
768,Arizona Cardinals,Arizona Cardinals,DST,-0.9,-0.74,-0.16000000000000003,-2.5999999999999943,-13.441666666666677,98.0
19,Kirk Cousins,MIN,QB,-1.0,-0.83,-0.17000000000000004,-2.9000000000000057,-55.241666666666646,242.6
332,Anthony Miller,CHI,WR,-1.05,-0.87,-0.18000000000000005,-3.049999999999997,-49.91999999999999,100.4
769,New York Jets,New York Jets,DST,-1.07,-0.89,-0.18000000000000005,-3.0999999999999943,-13.941666666666677,97.5
731,Stephen Hauschka,BUF,K,-1.38,-1.14,-0.24,-4.0,-14.041666666666686,106.8
333,Jalen Reagor,PHI,WR,-1.4,-1.16,-0.24,-4.049999999999997,-50.91999999999999,99.4
732,Greg Joseph,TEN,K,-1.42,-1.17,-0.25,-4.099999999999994,-14.14166666666668,106.7
334,CeeDee Lamb,DAL,WR,-1.43,-1.18,-0.25,-4.150000000000006,-51.019999999999996,99.3
770,Chicago Bears,Chicago Bears,DST,-1.48,-1.23,-0.25,-4.299999999999997,-15.14166666666668,96.3
335,Curtis Samuel,CAR,WR,-1.85,-1.53,-0.32000000000000006,-5.3500000000000085,-52.22,98.1
771,Tennessee Titans,Tennessee Titans,DST,-1.93,-1.6,-0.32999999999999985,-5.599999999999994,-16.441666666666677,95.0
336,Jerry Jeudy,DEN,WR,-1.98,-1.64,-0.3400000000000001,-5.75,-52.61999999999999,97.7
772,Cincinnati Bengals,Cincinnati Bengals,DST,-2.0,-1.66,-0.3400000000000001,-5.799999999999997,-16.64166666666668,94.8
733,Jason Sanders,MIA,K,-2.0,-1.66,-0.3400000000000001,-5.799999999999997,-15.841666666666683,105.0
337,DeSean Jackson,PHI,WR,-2.02,-1.67,-0.3500000000000001,-5.8500000000000085,-52.72,97.6
338,Henry Ruggs III,LV,WR,-2.05,-1.7,-0.34999999999999987,-5.950000000000003,-52.81999999999999,97.5
734,Joey Slye,CAR,K,-2.11,-1.74,-0.3699999999999999,-6.099999999999994,-16.14166666666668,104.7
773,New York Giants,New York Giants,DST,-2.11,-1.74,-0.3699999999999999,-6.099999999999994,-16.941666666666677,94.5
339,Breshad Perriman,NYJ,WR,-2.23,-1.84,-0.3899999999999999,-6.450000000000003,-53.31999999999999,97.0
585,Ian Thomas,CAR,TE,-2.26,-1.87,-0.3899999999999997,-6.549999999999997,-42.349999999999994,70.8
735,Randy Bullock,CIN,K,-2.28,-1.88,-0.3999999999999999,-6.599999999999994,-16.64166666666668,104.2
774,Las Vegas Raiders,Las Vegas Raiders,DST,-2.38,-1.97,-0.4099999999999999,-6.8999999999999915,-17.741666666666674,93.7
340,Robby Anderson,CAR,WR,-2.4,-1.98,-0.41999999999999993,-6.950000000000003,-53.81999999999999,96.5
586,Greg Olsen,SEA,TE,-2.43,-2.01,-0.4200000000000004,-7.049999999999997,-42.849999999999994,70.3
775,Detroit Lions,Detroit Lions,DST,-2.59,-2.14,-0.44999999999999973,-7.5,-18.341666666666683,93.1
20,Gardner Minshew II,JAC,QB,-2.62,-2.17,-0.4500000000000002,-7.599999999999994,-59.941666666666634,237.9
341,Mecole Hardman,KC,WR,-2.88,-2.38,-0.5,-8.350000000000009,-55.22,95.1
342,Sammy Watkins,KC,WR,-3.02,-2.5,-0.52,-8.75,-55.61999999999999,94.7
150,Boston Scott,PHI,RB,-3.28,-2.71,-0.5699999999999998,-9.5,-96.48666666666662,84.6
587,Kyle Rudolph,MIN,TE,-3.47,-2.87,-0.6000000000000001,-10.049999999999997,-45.849999999999994,67.3
736,Eddy Pineiro,CHI,K,-3.52,-2.91,-0.6099999999999999,-10.200000000000003,-20.24166666666669,100.6
21,Jimmy Garoppolo,SF,QB,-3.56,-2.94,-0.6200000000000001,-10.300000000000011,-62.64166666666665,235.2
737,Dustin Hopkins,WAS,K,-3.69,-3.06,-0.6299999999999999,-10.700000000000003,-20.74166666666669,100.1
343,Justin Jefferson,MIN,WR,-3.71,-3.07,-0.6400000000000001,-10.75,-57.61999999999999,92.7
776,Los Angeles Chargers,Los Angeles Chargers,DST,-3.93,-3.26,-0.6700000000000004,-11.399999999999991,-22.241666666666674,89.2
777,Miami Dolphins,Miami Dolphins,DST,-3.93,-3.26,-0.6700000000000004,-11.399999999999991,-22.241666666666674,89.2
22,Joe Burrow,CIN,QB,-3.93,-3.26,-0.6700000000000004,-11.400000000000006,-63.741666666666646,234.1
151,Tony Pollard,DAL,RB,-4.0,-3.31,-0.69,-11.599999999999994,-98.58666666666662,82.5
588,Jace Sternberger,GB,TE,-4.02,-3.33,-0.6899999999999995,-11.649999999999991,-47.44999999999999,65.7
778,Atlanta Falcons,Atlanta Falcons,DST,-4.21,-3.48,-0.73,-12.199999999999989,-23.04166666666667,88.4
738,Daniel Carlson,LV,K,-4.31,-3.57,-0.7399999999999998,-12.5,-22.541666666666686,98.3
152,Alexander Mattison,MIN,RB,-4.52,-3.74,-0.7799999999999994,-13.099999999999994,-100.08666666666662,81.0
153,Justin Jackson,LAC,RB,-4.66,-3.85,-0.81,-13.5,-100.48666666666662,80.6
739,Brett Maher,NYJ,K,-5.35,-4.43,-0.9199999999999999,-15.5,-25.541666666666686,95.3
740,Sam Ficken,NYJ,K,-5.45,-4.51,-0.9400000000000004,-15.799999999999997,-25.841666666666683,95.0
344,Michael Pittman Jr.,IND,WR,-5.64,-4.67,-0.9699999999999998,-16.35000000000001,-63.22,87.1
345,N'Keal Harry,NE,WR,-5.64,-4.67,-0.9699999999999998,-16.35000000000001,-63.22,87.1
23,Drew Lock,DEN,QB,-5.69,-4.71,-0.9800000000000004,-16.5,-68.84166666666664,229.0
589,Dawson Knox,BUF,TE,-5.78,-4.78,-1.0,-16.749999999999993,-52.54999999999999,60.6
590,Irv Smith Jr.,MIN,TE,-5.92,-4.9,-1.0199999999999996,-17.14999999999999,-52.94999999999999,60.2
346,Hunter Renfrow,LV,WR,-5.95,-4.93,-1.0200000000000005,-17.25,-64.11999999999999,86.2
347,Corey Davis,TEN,WR,-6.09,-5.04,-1.0499999999999998,-17.650000000000006,-64.52,85.8
741,Chandler Catanzaro,NYG,K,-6.14,-5.08,-1.0599999999999996,-17.799999999999997,-27.841666666666683,93.0
154,Nyheim Hines,IND,RB,-6.42,-5.31,-1.1100000000000003,-18.599999999999994,-105.58666666666662,75.5
348,Tyrell Williams,LV,WR,-6.44,-5.33,-1.1100000000000003,-18.650000000000006,-65.52,84.8
155,Adrian Peterson,WAS,RB,-6.94,-5.74,-1.2000000000000002,-20.099999999999994,-107.08666666666662,74.0
24,Philip Rivers,IND,QB,-6.97,-5.77,-1.2000000000000002,-20.19999999999999,-72.54166666666663,225.3
350,Dede Westbrook,JAC,WR,-6.99,-5.78,-1.21,-20.25,-67.11999999999999,83.2
349,Allen Lazard,GB,WR,-6.99,-5.78,-1.21,-20.25,-67.11999999999999,83.2
591,Jimmy Graham,CHI,TE,-7.02,-5.81,-1.21,-20.349999999999994,-56.14999999999999,57.0
156,Chase Edmonds,ARI,RB,-7.25,-6.0,-1.25,-21.0,-107.98666666666662,73.1
592,Tyler Eifert,JAC,TE,-7.33,-6.07,-1.2599999999999998,-21.249999999999993,-57.04999999999999,56.1
25,Teddy Bridgewater,CAR,QB,-7.59,-6.28,-1.3099999999999996,-22.0,-74.34166666666664,223.5
593,C.J. Uzomah,CIN,TE,-7.78,-6.44,-1.3399999999999999,-22.549999999999997,-58.349999999999994,54.8
157,Darrynton Evans,TEN,RB,-7.9,-6.54,-1.3600000000000003,-22.89999999999999,-109.88666666666661,71.2
594,O.J. Howard,TB,TE,-7.96,-6.58,-1.38,-23.049999999999997,-58.849999999999994,54.3
351,Steven Sims,WAS,WR,-8.06,-6.67,-1.3900000000000006,-23.35000000000001,-70.22,80.1
595,Darren Fells,HOU,TE,-8.16,-6.75,-1.4100000000000001,-23.64999999999999,-59.44999999999999,53.7
352,Larry Fitzgerald,ARI,WR,-8.82,-7.3,-1.5200000000000005,-25.549999999999997,-72.41999999999999,77.9
353,Brandon Aiyuk,SF,WR,-8.96,-7.41,-1.5500000000000007,-25.950000000000003,-72.82,77.5
26,Sam Darnold,NYJ,QB,-9.11,-7.54,-1.5699999999999994,-26.400000000000006,-78.74166666666665,219.1
596,Gerald Everett,LAR,TE,-9.34,-7.72,-1.62,-27.049999999999997,-62.849999999999994,50.3
354,Cole Beasley,BUF,WR,-9.44,-7.81,-1.63,-27.35000000000001,-74.22,76.1
597,David Njoku,CLE,TE,-9.47,-7.84,-1.6300000000000008,-27.449999999999996,-63.24999999999999,49.9
158,Jamaal Williams,GB,RB,-9.49,-7.85,-1.6400000000000006,-27.5,-114.48666666666662,66.6
159,Joshua Kelley,LAC,RB,-9.56,-7.91,-1.6500000000000004,-27.69999999999999,-114.68666666666661,66.4
355,Danny Amendola,DET,WR,-9.61,-7.95,-1.6599999999999993,-27.85000000000001,-74.72,75.6
160,Antonio Gibson,WAS,RB,-9.7,-8.02,-1.6799999999999997,-28.099999999999994,-115.08666666666662,66.0
161,A.J. Dillon,GB,RB,-9.73,-8.05,-1.6799999999999997,-28.19999999999999,-115.18666666666661,65.9
598,Nick Boyle,BAL,TE,-9.85,-8.15,-1.6999999999999993,-28.549999999999997,-64.35,48.8
27,Derek Carr,LV,QB,-9.87,-8.17,-1.6999999999999993,-28.599999999999994,-80.94166666666663,216.9
356,Randall Cobb,HOU,WR,-10.37,-8.58,-1.7899999999999991,-30.049999999999997,-76.91999999999999,73.4
357,Josh Reynolds,LAR,WR,-10.44,-8.64,-1.799999999999999,-30.25,-77.11999999999999,73.2
358,Denzel Mims,NYJ,WR,-10.61,-8.78,-1.83,-30.75,-77.61999999999999,72.7
359,Parris Campbell,IND,WR,-10.82,-8.95,-1.870000000000001,-31.35000000000001,-78.22,72.1
162,Jalen Richard,LV,RB,-10.84,-8.97,-1.8699999999999992,-31.39999999999999,-118.38666666666661,62.7
163,Ito Smith,ATL,RB,-11.04,-9.14,-1.8999999999999986,-31.999999999999993,-118.98666666666662,62.1
360,Alshon Jeffery,PHI,WR,-11.13,-9.21,-1.92,-32.25,-79.11999999999999,71.2
164,Malcolm Brown,LAR,RB,-11.67,-9.65,-2.0199999999999996,-33.8,-120.78666666666662,60.3
599,Vance McDonald,PIT,TE,-11.92,-9.87,-2.0500000000000007,-34.55,-70.35,42.8
600,Will Dissly,SEA,TE,-12.1,-10.01,-2.09,-35.05,-70.85,42.3
361,Chris Conley,JAC,WR,-12.51,-10.35,-2.16,-36.25,-83.11999999999999,67.2
165,Jerick McKinnon,SF,RB,-12.53,-10.36,-2.17,-36.3,-123.28666666666662,57.8
166,Giovani Bernard,CIN,RB,-12.6,-10.42,-2.1799999999999997,-36.49999999999999,-123.48666666666662,57.6
601,Jordan Akins,HOU,TE,-12.62,-10.44,-2.1799999999999997,-36.55,-72.35,40.8
602,Anthony Firkser,TEN,TE,-12.99,-10.75,-2.24,-37.64999999999999,-73.44999999999999,39.7
603,Trey Burton,IND,TE,-13.27,-10.98,-2.289999999999999,-38.449999999999996,-74.25,38.9
362,Devin Funchess,GB,WR,-13.27,-10.98,-2.289999999999999,-38.45,-85.32,65.0
363,Tee Higgins,CIN,WR,-13.37,-11.06,-2.3099999999999987,-38.75,-85.61999999999999,64.7
604,Jeremy Sprinkle,WAS,TE,-13.44,-11.12,-2.3200000000000003,-38.949999999999996,-74.75,38.4
364,Albert Wilson,MIA,WR,-13.44,-11.12,-2.3200000000000003,-38.95,-85.82,64.5
605,Cole Kmet,CHI,TE,-13.96,-11.55,-2.41,-40.449999999999996,-76.25,36.9
167,Rashaad Penny,SEA,RB,-14.05,-11.62,-2.4300000000000015,-40.699999999999996,-127.68666666666661,53.4
365,James Washington,PIT,WR,-14.13,-11.69,-2.4400000000000013,-40.95,-87.82,62.5
366,Miles Boykin,BAL,WR,-14.27,-11.81,-2.459999999999999,-41.35,-88.22,62.1
168,Jaylen Samuels,PIT,RB,-14.29,-11.82,-2.469999999999999,-41.39999999999999,-128.3866666666666,52.7
169,Anthony McFarland Jr.,PIT,RB,-14.32,-11.85,-2.4700000000000006,-41.49999999999999,-128.48666666666662,52.6
367,Russell Gage,ATL,WR,-14.41,-11.92,-2.49,-41.75,-88.61999999999999,61.7
170,Ryquell Armstead,JAC,RB,-14.63,-12.11,-2.5200000000000014,-42.39999999999999,-129.3866666666666,51.7
171,Damien Harris,NE,RB,-14.67,-12.14,-2.5299999999999994,-42.49999999999999,-129.48666666666662,51.6
172,Rex Burkhead,NE,RB,-14.7,-12.16,-2.539999999999999,-42.599999999999994,-129.58666666666662,51.5
173,Chris Thompson,JAC,RB,-14.84,-12.28,-2.5600000000000005,-42.99999999999999,-129.98666666666662,51.1
368,Mohamed Sanu,NE,WR,-14.86,-12.29,-2.5700000000000003,-43.050000000000004,-89.91999999999999,60.4
369,Kenny Stills,HOU,WR,-14.96,-12.38,-2.58,-43.35,-90.22,60.1
370,John Ross,CIN,WR,-15.13,-12.52,-2.610000000000001,-43.85,-90.72,59.6
606,Jeff Heuerman,DEN,TE,-15.2,-12.58,-2.619999999999999,-44.05,-79.85,33.3
371,Kendrick Bourne,SF,WR,-15.31,-12.66,-2.6500000000000004,-44.35,-91.22,59.1
174,Carlos Hyde,SEA,RB,-15.46,-12.79,-2.6700000000000017,-44.8,-131.78666666666663,49.3
607,Dan Arnold,ARI,TE,-15.76,-13.03,-2.7300000000000004,-45.64999999999999,-81.44999999999999,31.7
372,Laviska Shenault Jr.,JAC,WR,-15.79,-13.06,-2.7299999999999986,-45.75,-92.61999999999999,57.7
175,Benny Snell Jr.,PIT,RB,-15.81,-13.08,-2.7300000000000004,-45.8,-132.78666666666663,48.3
608,Jesse James,DET,TE,-16.1,-13.32,-2.780000000000001,-46.64999999999999,-82.44999999999999,30.7
609,Ryan Griffin,NYJ,TE,-16.2,-13.41,-2.789999999999999,-46.949999999999996,-82.75,30.4
610,Andrew Beck,DEN,TE,-16.24,-13.43,-2.8099999999999987,-47.05,-82.85,30.3
373,Adam Humphries,TEN,WR,-16.31,-13.49,-2.8199999999999985,-47.25,-94.11999999999999,56.2
374,Chase Claypool,PIT,WR,-16.58,-13.72,-2.8599999999999977,-48.050000000000004,-94.91999999999999,55.4
611,Cameron Brate,TB,TE,-16.72,-13.83,-2.889999999999999,-48.449999999999996,-84.25,28.9
612,Taysom Hill,NO,TE,-16.76,-13.86,-2.900000000000002,-48.55,-84.35,28.8
613,Matt LaCosse,NE,TE,-16.86,-13.95,-2.91,-48.849999999999994,-84.64999999999999,28.5
375,KJ Hamler,DEN,WR,-16.93,-14.01,-2.92,-49.050000000000004,-95.91999999999999,54.4
176,Frank Gore,NYJ,RB,-17.02,-14.08,-2.9399999999999995,-49.3,-136.28666666666663,44.8
376,Phillip Dorsett,SEA,WR,-17.07,-14.12,-2.950000000000001,-49.45,-96.32,54.0
614,Maxx Williams,ARI,TE,-17.27,-14.29,-2.9800000000000004,-50.05,-85.85,27.3
615,Devin Asiasi,NE,TE,-17.31,-14.32,-2.9899999999999984,-50.14999999999999,-85.94999999999999,27.2
177,Dion Lewis,NYG,RB,-17.4,-14.39,-3.009999999999998,-50.39999999999999,-137.3866666666666,43.7
616,Jaeden Graham,ATL,TE,-17.52,-14.49,-3.0299999999999994,-50.74999999999999,-86.54999999999998,26.6
617,Josh Oliver,JAC,TE,-17.62,-14.58,-3.040000000000001,-51.05,-86.85,26.3
618,Jacob Hollister,SEA,TE,-17.86,-14.78,-3.08,-51.74999999999999,-87.54999999999998,25.6
377,Dante Pettis,SF,WR,-17.93,-14.83,-3.0999999999999996,-51.95,-98.82,51.5
619,Jason Witten,LV,TE,-17.96,-14.86,-3.1000000000000014,-52.05,-87.85,25.3
620,James O'Shaughnessy,JAC,TE,-18.17,-15.03,-3.1400000000000023,-52.64999999999999,-88.44999999999999,24.7
378,Willie Snead,BAL,WR,-18.21,-15.06,-3.1500000000000004,-52.75,-99.61999999999999,50.7
621,Marcedes Lewis,GB,TE,-18.28,-15.12,-3.160000000000002,-52.949999999999996,-88.75,24.4
379,Antonio Gandy-Golden,WAS,WR,-18.28,-15.12,-3.160000000000002,-52.95,-99.82,50.5
178,Lynn Bowden Jr.,LV,RB,-18.33,-15.16,-3.169999999999998,-53.099999999999994,-140.08666666666662,41.0
622,Garrett Griffin,NO,TE,-18.72,-15.49,-3.2299999999999986,-54.24999999999999,-90.04999999999998,23.1
380,Tre'Quan Smith,NO,WR,-18.9,-15.63,-3.269999999999998,-54.75,-101.61999999999999,48.7
623,Josh Hill,NO,TE,-18.93,-15.66,-3.2699999999999996,-54.849999999999994,-90.64999999999999,22.5
625,Stephen Sullivan,SEA,TE,-19.17,-15.86,-3.3100000000000023,-55.55,-91.35,21.8
624,Mo Alie-Cox,IND,TE,-19.17,-15.86,-3.3100000000000023,-55.55,-91.35,21.8
179,Gus Edwards,BAL,RB,-19.54,-16.16,-3.379999999999999,-56.599999999999994,-143.58666666666662,37.5
626,Tyler Kroft,BUF,TE,-19.62,-16.23,-3.3900000000000006,-56.849999999999994,-92.64999999999999,20.5
627,Harrison Bryant,CLE,TE,-19.76,-16.35,-3.41,-57.24999999999999,-93.04999999999998,20.1
180,Reggie Bonnafon,CAR,RB,-19.85,-16.42,-3.4299999999999997,-57.49999999999999,-144.48666666666662,36.6
381,Olabisi Johnson,MIN,WR,-20.07,-16.6,-3.469999999999999,-58.150000000000006,-105.02,45.3
181,Royce Freeman,DEN,RB,-20.09,-16.62,-3.469999999999999,-58.199999999999996,-145.1866666666666,35.9
628,MyCole Pruitt,TEN,TE,-20.17,-16.69,-3.4800000000000004,-58.449999999999996,-94.25,18.9
629,Dalton Schultz,DAL,TE,-20.38,-16.86,-3.5199999999999996,-59.05,-94.85,18.3
630,Foster Moreau,LV,TE,-20.42,-16.89,-3.530000000000001,-59.14999999999999,-94.94999999999999,18.2
631,Jesper Horsted,CHI,TE,-20.66,-17.09,-3.5700000000000003,-59.849999999999994,-95.64999999999999,17.5
632,Levine Toilolo,NYG,TE,-20.69,-17.12,-3.5700000000000003,-59.949999999999996,-95.75,17.4
633,Logan Thomas,WAS,TE,-20.73,-17.15,-3.580000000000002,-60.05,-95.85,17.3
634,Ricky Seals-Jones,KC,TE,-20.83,-17.23,-3.599999999999998,-60.349999999999994,-96.14999999999999,17.0
635,Josiah Deguara,GB,TE,-20.97,-17.35,-3.6199999999999974,-60.74999999999999,-96.54999999999998,16.6
382,Devin Duvernay,BAL,WR,-21.0,-17.37,-3.629999999999999,-60.85,-107.72,42.6
636,Demetrius Harris,CHI,TE,-21.04,-17.4,-3.6400000000000006,-60.949999999999996,-96.75,16.4
637,Virgil Green,LAC,TE,-21.04,-17.4,-3.6400000000000006,-60.949999999999996,-96.75,16.4
182,Kyle Juszczyk,SF,RB,-21.19,-17.53,-3.66,-61.39999999999999,-148.3866666666666,32.7
638,Drew Sample,CIN,TE,-21.21,-17.55,-3.66,-61.449999999999996,-97.24999999999999,15.9
383,Zach Pascal,IND,WR,-21.21,-17.55,-3.66,-61.45,-108.32,42.0
639,Adam Trautman,NO,TE,-21.31,-17.63,-3.6799999999999997,-61.74999999999999,-97.55,15.6
640,Adam Shaheen,MIA,TE,-21.42,-17.72,-3.700000000000003,-62.05,-97.85,15.3
183,Brian Hill,ATL,RB,-21.5,-17.79,-3.710000000000001,-62.3,-149.2866666666666,31.8
641,Stephen Carlson,CLE,TE,-21.52,-17.8,-3.719999999999999,-62.349999999999994,-98.14999999999999,15.0
384,David Moore,SEA,WR,-21.52,-17.8,-3.719999999999999,-62.35,-109.22,41.1
385,Andy Isabella,ARI,WR,-21.52,-17.8,-3.719999999999999,-62.35,-109.22,41.1
642,Blake Bell,DAL,TE,-21.55,-17.83,-3.7200000000000024,-62.449999999999996,-98.24999999999999,14.9
643,Jake Butt,DEN,TE,-21.59,-17.86,-3.7300000000000004,-62.55,-98.35,14.8
644,Kaden Smith,NYG,TE,-21.66,-17.92,-3.7399999999999984,-62.74999999999999,-98.55,14.6
645,Richard Rodgers,WAS,TE,-21.66,-17.92,-3.7399999999999984,-62.74999999999999,-98.55,14.6
646,Kahale Warring,HOU,TE,-21.93,-18.15,-3.780000000000001,-63.55,-99.35,13.8
647,Nick Vannett,DEN,TE,-22.0,-18.2,-3.8000000000000007,-63.74999999999999,-99.55,13.6
649,Chris Manhertz,CAR,TE,-22.04,-18.23,-3.8099999999999987,-63.849999999999994,-99.64999999999999,13.5
648,Deon Yelder,KC,TE,-22.04,-18.23,-3.8099999999999987,-63.849999999999994,-99.64999999999999,13.5
184,Lamical Perine,NYJ,RB,-22.12,-18.3,-3.8200000000000003,-64.1,-151.08666666666662,30.0
386,Kelvin Harmon,WAS,WR,-22.14,-18.32,-3.8200000000000003,-64.15,-111.02,39.3
650,Ryan Izzo,NE,TE,-22.28,-18.43,-3.8500000000000014,-64.55,-100.35,12.8
651,Khari Lee,ATL,TE,-22.28,-18.43,-3.8500000000000014,-64.55,-100.35,12.8
652,Jordan Thomas,HOU,TE,-22.38,-18.52,-3.8599999999999994,-64.85,-100.64999999999999,12.5
387,Trent Taylor,SF,WR,-22.42,-18.55,-3.870000000000001,-64.95,-111.82,38.5
388,Marquise Goodwin,PHI,WR,-22.56,-18.66,-3.8999999999999986,-65.35,-112.22,38.1
653,Brycen Hopkins,LAR,TE,-22.59,-18.69,-3.8999999999999986,-65.44999999999999,-101.24999999999999,11.9
654,Pharaoh Brown,CLE,TE,-22.62,-18.72,-3.900000000000002,-65.55,-101.35,11.8
655,Derek Carrier,LV,TE,-22.73,-18.8,-3.9299999999999997,-65.85,-101.64999999999999,11.5
656,Codey McElroy,TB,TE,-22.73,-18.8,-3.9299999999999997,-65.85,-101.64999999999999,11.5
657,Tyler Conklin,MIN,TE,-22.76,-18.83,-3.9300000000000033,-65.94999999999999,-101.74999999999999,11.4
658,Durham Smythe,MIA,TE,-22.8,-18.86,-3.9400000000000013,-66.05,-101.85,11.3
659,Albert Okwuegbunam,DEN,TE,-22.83,-18.89,-3.9399999999999977,-66.14999999999999,-101.94999999999999,11.2
660,Tanner Hudson,TB,TE,-22.83,-18.89,-3.9399999999999977,-66.14999999999999,-101.94999999999999,11.2
185,Dare Ogunbowale,TB,RB,-22.88,-18.93,-3.9499999999999993,-66.3,-153.2866666666666,27.8
661,Donald Parham,LAC,TE,-22.94,-18.97,-3.9700000000000024,-66.44999999999999,-102.24999999999999,10.9
662,Joshua Perkins,PHI,TE,-23.0,-19.03,-3.969999999999999,-66.64999999999999,-102.44999999999999,10.7
663,Charlie Woerner,SF,TE,-23.0,-19.03,-3.969999999999999,-66.64999999999999,-102.44999999999999,10.7
664,Eric Tomlinson,NYG,TE,-23.0,-19.03,-3.969999999999999,-66.64999999999999,-102.44999999999999,10.7
389,Jake Kumerow,GB,WR,-23.04,-19.06,-3.9800000000000004,-66.75,-113.61999999999999,36.7
665,J.P. Holtz,CHI,TE,-23.04,-19.06,-3.9800000000000004,-66.75,-102.55,10.6
186,Jeff Wilson,SF,RB,-23.06,-19.07,-3.9899999999999984,-66.8,-153.7866666666666,27.3
